country,location,tsunami_count
Japan," NANAO CITY, NOTOJIMA (03)",1
Japan," NANAO CITY, NOTOJIMA (06)",1
Japan," NANAO CITY, UNOURA (02)",1
Japan,ABASHIRI,4
Japan,ABURA,1
Japan,ABURATSU,21
Japan,"ADEN, KIKAI ISLAND",1
Japan,"AIKAWA, ISHIMAKI",1
Japan,AINUMA,1
Japan,AKAMAE,1
Japan,"AKASAKI FISHING PORT, SHIKA TOWN",1
Japan,"AKASAKI, SHIKA",1
Japan,AKITA,1
Japan,AKITAKO,2
Japan,AKKESHI,1
Japan,AKKESHI-KO,1
Japan,AKKESHIGYOKO,1
Japan,AKO,5
Japan,"AKO, HONSHU",3
Japan,AKUNE,1
Japan,AMAMI,4
Japan,AMATSU,1
Japan,"ANAMIZU TOWN, MAENAMI (01)",1
Japan,"ANAMIZU TOWN, OKINAMI (01)",1
Japan,"ANAMIZU TOWN, UKAGAWA (01)",1
Japan,AOHAMA,1
Japan,AOMORI,3
Japan,"AOMORI PREFECTURE, TOHOKU REGION",1
Japan,"AONAE, OKUSHIRI ISLAND",1
Japan,ARAHAMA,1
Japan,"ARAKI, KIKAI ISLAND",1
Japan,ASAHI,1
Japan,ASAHI-GYOKO,1
Japan,ASAHIHAMA,1
Japan,ASAMUSHI,1
Japan,ATSUNAI-GYOKO,1
Japan,ATSUSEKO,1
Japan,AWASHIMA,3
Japan,AWAZU,1
Japan,AYUKAWA,29
Japan,AYUKAWA OSHIKACHO,1
Japan,"B/W MONAI & HORONAI, OKUSHIRI IS",1
Japan,BANSEIONSEN,1
Japan,BEPPU,1
Japan,BIWASE,1
Japan,BIYA,1
Japan,BOSO,2
Japan,CAPE ERIMO,1
Japan,CAPE TODO,1
Japan,CHIBA,3
Japan,CHICHIJIMA ISLAND,35
Japan,CHIPPOMANAI,1
Japan,CHIYONOURA,1
Japan,CHOFU,1
Japan,CHOSHI,19
Japan,CYOBUSHI,1
Japan,CYOSETSUNUMA,1
Japan,"D21413, SE TOKYO, JAPAN",3
Japan,"D21418 BPR, NE TOKYO, JAPAN",2
Japan,DAINI-SAKAEHAMA,1
Japan,DESHIMATSU,1
Japan,EBUEGAWA,1
Japan,EI,1
Japan,ENOSHIMA,2
Japan,ERIMO,2
Japan,ERIMO PORT,1
Japan,ERIMO-GYOKO,1
Japan,ERIMO-KO,1
Japan,ERIMOTOYO,1
Japan,ESASHI,4
Japan,ESASHIKO,3
Japan,FUEMAI,1
Japan,FUEMAI-GYOKO,1
Japan,FUKAURA,3
Japan,FUKUE,1
Japan,FUKUIKO (KEN),1
Japan,FUKUSHIMA I POWER PLANT DAIICHI,1
Japan,FUKUSHIMA II POWER PLANT DAINI,1
Japan,"FUKUSHIMA PREFECTURE, TOHOKU REGION",1
Japan,FUNAGAWAKO,1
Japan,"FUNAMI PARK, JOETSU",1
Japan,FURONO-GYOKO,1
Japan,FUSHIKIKO,1
Japan,FUSHIKO,1
Japan,FUYUSHIMA,1
Japan,GENNA,1
Japan,GOBO,3
Japan,GONOURA,3
Japan,GORINSAWA,1
Japan,HABOROKO,1
Japan,HACHINOHE,26
Japan,HACHINOHE (KENSETSUKYOKU),1
Japan,HAKATA,1
Japan,HAKODATE,16
Japan,HAKODATEKO,1
Japan,HAMAATSUNAI,1
Japan,HAMADA,3
Japan,HAMANAKA,1
Japan,HAMATAIKI,1
Japan,HAMATSUMAE,1
Japan,"HAMO PORT, SADO CITY",1
Japan,HANASAKI,31
Japan,HANASAKI PORT,1
Japan,HARAUTA,1
Japan,"HATSUMATSUMAE, OKUSHIRI ISLAND",1
Japan,"HEGURAJIMA PORT, WAJIMA",1
Japan,HIAGARI,1
Japan,HICHIRIPPU,1
Japan,HIDAKAHOROBETSU,1
Japan,HIGASHISHIZUNAI,1
Japan,HIMEJI,1
Japan,HIMEKAWAKO,1
Japan,"HIMI CITY, AO (01)",1
Japan,"HIMI CITY, AO (02)",1
Japan,"HIMI CITY, AO (03)",1
Japan,"HIMI CITY, HIMI (01)",1
Japan,"HIMI CITY, HIMI (02)",1
Japan,"HIMI CITY, KUBO (01)",1
Japan,"HIMI CITY, SHIMAO (01)",1
Japan,"HIMI CITY, SHIMAO (02)",1
Japan,HIRADO,1
Japan,HIRAKATA,1
Japan,HIRARA,9
Japan,"HIRARA, MIYAKOJIMA ISLAND",2
Japan,HIROO,2
Japan,HIROO-GAWA,1
Japan,HIROSHIMA,1
Japan,HIROTAWAN,1
Japan,HITACHI CITY,1
Japan,HITAKATSU,2
Japan,HOKKAIDO,1
Japan,HOKKAIDO PREFECTURE,1
Japan,HONDOSETO,1
Japan,HOROKAYANTO,1
Japan,HOROKAYANTOU,1
Japan,HOROMAN,1
Japan,HOROMANBETSU,1
Japan,"HORONAI, OKUSHIRI ISLAND",1
Japan,HOSOSHIMA,10
Japan,HYAKUNINHAMA,1
Japan,HYUGA-SHIRAHAMA,3
Japan,"IBARAKI PREFECTURE, KANTO REGION",1
Japan,ICHIKAWA,1
Japan,IIDA,1
Japan,IIDA (SUZU CITY),1
Japan,"IIDA PORT, SUZU CITY",1
Japan,"IMIZU CITY, KAIRYUU (01)",1
Japan,"IMIZU CITY, KAIRYUU (02)",1
Japan,"IMIZU CITY, KAIRYUU (04)",1
Japan,"IMIZU CITY, KAIRYUU (05)",1
Japan,"IMIZU CITY, SYOUSEI (01)",1
Japan,"INAHO, OKUSHIRI ISLAND",1
Japan,IRIFUNE,1
Japan,IRIKA,1
Japan,IRIOMOTE ISLAND,2
Japan,IROZAKI,5
Japan,"ISHI, AMAMI ISLAND",1
Japan,ISHIGAKIKO,19
Japan,ISHIKARIWANSHINKO,3
Japan,ISHINOMAKI,8
Japan,ISOBE,1
Japan,ITO,1
Japan,"ITOIGAWA CITY, TERASHIMA (01)",1
Japan,"ITOIGAWA CITY, TSUTSUISHI (01)",1
Japan,"ITOIGAWA CITY, TSUTSUISHI (02)",1
Japan,ITSUKAWAME,1
Japan,IWAFUNEKO,1
Japan,IWAKI CITY,1
Japan,IWANAIKO,3
Japan,"IWATE PREFECTURE, TOHOKU REGION",1
Japan,IZU-OSHIMA,1
Japan,IZUHARA,3
Japan,JIKE FISHING PORT,1
Japan,JIKENE 1,1
Japan,JIKENE 2,1
Japan,JIKENE 3,1
Japan,JIKETSU 1 (BARBER SHOP),1
Japan,JIKETSU 2,1
Japan,"JOETSU CITY, CHUUOU (01)",1
Japan,"JOETSU CITY, CHUUOU (02)",1
Japan,"JOETSU CITY, CHUUOU (03)",1
Japan,"JOETSU CITY, CHUUOU (04)",1
Japan,"JOETSU CITY, CHUUOU (05)",1
Japan,"JOETSU CITY, CHUUOU (06)",1
Japan,"JOETSU CITY, CHUUOU (07)",1
Japan,"JOETSU CITY, CHUUOU (08)",1
Japan,"JOETSU CITY, CHUUOU (09)",1
Japan,"JOETSU CITY, CHUUOU (10)",1
Japan,"JOETSU CITY, CHUUOU (11)",1
Japan,"JOETSU CITY, CHUUOU (12)",1
Japan,"JOETSU CITY, CHUUOU (13)",1
Japan,"JOETSU CITY, CHUUOU (14)",1
Japan,"JOETSU CITY, CHUUOU (15)",1
Japan,"JOETSU CITY, CHUUOU (16)",1
Japan,"JOETSU CITY, CHUUOU (17)",1
Japan,"JOETSU CITY, CHUUOU (18)",1
Japan,"JOETSU CITY, GOCHI (01)",1
Japan,"JOETSU CITY, GOCHI (02)",1
Japan,"JOETSU CITY, KAKIZAKI (01)",1
Japan,"JOETSU CITY, KAKIZAKI (02)",1
Japan,"JOETSU CITY, KAKIZAKI (04)",1
Japan,"JOETSU CITY, MINATO (01)",1
Japan,"JOETSU CITY, MINATO (02)",1
Japan,"JOETSU CITY, NAOETSU (01)",1
Japan,"JOETSU CITY, OOGATA (03)",1
Japan,"JOETSU CITY, OOGATA (04)",1
Japan,"JOETSU CITY, OOGATA (05)",1
Japan,"JOETSU CITY, OOGATA (06)",1
Japan,KAGOSHIMA,2
Japan,"KAGOSHIMA PREFECTURE, KYUSHU REGION",1
Japan,"KAIRYUU SHIN-MACHI, IMIZU",1
Japan,KAITORIMA,1
Japan,"KAKIZAKI PORT, JOETSU",1
Japan,KAMAISHI,11
Japan,"KAMIKATETSU, KIKAI ISLAND",1
Japan,"KAMINATO, HACHIJO ISLAND",10
Japan,KAMINOKUNIKO,1
Japan,KAMOENAI,1
Japan,"KANAGAWA PREFECTURE, KANTO REGION",1
Japan,KANAZAWA,3
Japan,KANDA,1
Japan,KARATSUKO,2
Japan,KARIYA,2
Japan,KASHIMA PORT,1
Japan,KASHIMAKO,2
Japan,KASHIWAZAKIKO,4
Japan,KATAKAI,1
Japan,KATSURA,1
Japan,KATSUURA,1
Japan,KAWAJIRI,1
Japan,KAWARAGO,1
Japan,KAWAURAMACHI AND ORITOMACHI,1
Japan,"KERAJI, KIKAI ISLAND",1
Japan,KESENNUMA,4
Japan,KINASHIBETSU,1
Japan,KINOKO,1
Japan,KINUURA,2
Japan,KIRITAPPU,4
Japan,KIYOBEKO,1
Japan,KOBE,3
Japan,KOBECHANAIBASHI,1
Japan,KOBORINAI,1
Japan,KOCHI,9
Japan,"KOCHI PREFECTURE, SHIKOKU REGION",1
Japan,"KODAMA, AMAMI ISLAND",1
Japan,KOGO,1
Japan,"KOIJI BEACH, NOTO TOWN",1
Japan,KOITOI,1
Japan,KOIZUMI,1
Japan,KOMATSUSHIMA,7
Japan,"KOMINATO, AMAMI ISLAND",4
Japan,KONBUMORI,1
Japan,KOTOGAHAMA,1
Japan,KOUCHI,1
Japan,"KOWASE, AMAMI ISLAND",1
Japan,KOZAKAI BEACH,1
Japan,KOZUSHIMA,14
Japan,KUCHINOTSU,1
Japan,KUDO,1
Japan,KUJI,1
Japan,KUJIKO,9
Japan,KUMAISHIKO,1
Japan,KUMAMOTO,1
Japan,KUMANO,2
Japan,KURE,3
Japan,"KUROBE CITY, IKUJI (04)",1
Japan,KUSHIMOTO,28
Japan,KUSHIRO,24
Japan,KUSHIRO-GAWA,1
Japan,KUSHIRO-KO,1
Japan,KUSHIRONISHI PORT,1
Japan,KUTSUGATAKO,3
Japan,KYUSHU COAST,1
Japan,MABIRO,1
Japan,MAISAKA,9
Japan,MAIZURU,3
Japan,MAIZURU (SUIROBU),1
Japan,MAKURAZAKI,9
Japan,MASHIKE,1
Japan,MATSUE,1
Japan,MATSUGASAKI,1
Japan,MATSUMAE,1
Japan,"MATSUNAMI  PORT, NOTO",1
Japan,MATSUYAMA,1
Japan,MEGURO,1
Japan,MERA,34
Japan,"MIE PREFECTURE, TOKAI REGION",1
Japan,MIIKE,1
Japan,MIKUNI,1
Japan,MINAMI DAITO GYOKO,1
Japan,MINAMI SANRIKU TOWN,1
Japan,MINAMI TORISHIMA,1
Japan,MINAMI-IZU,11
Japan,MINEHAMA,1
Japan,MISAKI ELEMENTARY SCHOOL,1
Japan,MISUMI,2
Japan,MITAJIRI,1
Japan,MITSUISHI,1
Japan,MITSUISHIGAWA,1
Japan,"MITSUKE PARK, SUZU CITY",1
Japan,"MIYAGI PREFECTURE, TOHOKU REGION",1
Japan,MIYAGI-ENOSHUMA,1
Japan,MIYAKE ISLAND,12
Japan,MIYAKO,28
Japan,MIYAKO ISLAND,3
Japan,MIYAKO-GYOKO,1
Japan,"MIYAZAKI FISHING PORT, ASAHI",1
Japan,MIYAZAKIKO,4
Japan,MOCHIRIPPU,1
Japan,MOJI,2
Japan,MOMBETSU,3
Japan,"MONAI, OKUSHIRI ISLAND",1
Japan,MONBETSU,2
Japan,MONSHIZU,1
Japan,MORI,3
Japan,"MUENIWA-CAMPSITE, OKUSHIRI ISLAND",1
Japan,MUKAWA,2
Japan,MURORAN,4
Japan,MURORANKO,1
Japan,MUROTOMISAKI,23
Japan,MUTSUOGAWARA,9
Japan,MUTSUSHI SEKINEHAMA,4
Japan,NAGAISO,1
Japan,NAGASAKI,1
Japan,NAGASHIMA ISLAND,1
Japan,NAGATOYO-TOKOTAN,1
Japan,NAGOYA,3
Japan,NAHA,17
Japan,NAKANO ISLAND,1
Japan,NAKANOSHIMA (NAKANO ISLAND),5
Japan,NAKAUTA,1
Japan,"NANAO CITY, NOTOJIMA (01)",1
Japan,"NANAO CITY, NOTOJIMA (02)",1
Japan,"NANAO CITY, NOTOJIMA (04)",1
Japan,"NANAO CITY, NOTOJIMA (05)",1
Japan,"NANAO CITY, SAZANAMI (01)",1
Japan,"NANAO CITY, SAZANAMI (02)",1
Japan,NANAOKO,2
Japan,NANJO SHI AZAMA,2
Japan,NAOETSU (6B),1
Japan,NAOETSU BEACH,1
Japan,NAOETSUKO,1
Japan,NAZE,9
Japan,NEMOTO,1
Japan,NEMURO,1
Japan,NEMUROKO,5
Japan,NEZUGASEKI,3
Japan,"NICHINAN, KYUSHU",1
Japan,NIIGATAKO (HIGASHI),1
Japan,NIIGATAKO (NISHI),4
Japan,NIIGATAOOZEKI,1
Japan,"NIIKAPPU, MOUTH OF RIVER",1
Japan,NISHINOOMOTE,2
Japan,NODA,1
Japan,"NORTH OF MONAI, OKUSHIRI ISLAND",1
Japan,"NORTH OF OKUSHIRI, OKUSHIRI ISLAND",1
Japan,"NORTHEAST OF AONAE, OKUSHIRI ISLAND",1
Japan,NORTHERN JAPAN,1
Japan,NOSHIROKO,1
Japan,NOTO TOWN (1D),1
Japan,"NOTO TOWN, FUJINAMI (01)",1
Japan,"NOTO TOWN, HANAMI (01)",1
Japan,"NOTO TOWN, HIME (01)",1
Japan,"NOTO TOWN, HIME (02)",1
Japan,"NOTO TOWN, ICHINOSE (01)",1
Japan,"NOTO TOWN, KOIJI (01)",1
Japan,"NOTO TOWN, KOIJI (02)",1
Japan,"NOTO TOWN, MATSUNAMI (01)",1
Japan,"NOTO TOWN, MATSUNAMI (02)",1
Japan,"NOTO TOWN, MATSUNAMI (03)",1
Japan,"NOTO TOWN, MATSUNAMI (04)",1
Japan,"NOTO TOWN, MATSUNAMI (06)",1
Japan,"NOTO TOWN, MATSUNAMI (07)",1
Japan,"NOTO TOWN, MATSUNAMI (08)",1
Japan,"NOTO TOWN, MATSUNAMI (09)",1
Japan,"NOTO TOWN, MATSUNAMI (10)",1
Japan,"NOTO TOWN, NUNOURA (01)",1
Japan,"NOTO TOWN, NUNOURA (02)",1
Japan,"NOTO TOWN, NUNOURA (03)",1
Japan,"NOTO TOWN, NUNOURA (04)",1
Japan,"NOTO TOWN, NUNOURA (05)",1
Japan,"NOTO TOWN, NUNOURA (06)",1
Japan,"NOTO TOWN, NUNOURA (07)",1
Japan,"NOTO TOWN, NUNOURA (09)",1
Japan,"NOTO TOWN, NUNOURA (10)",1
Japan,"NOTO TOWN, NUNOURA (11)",1
Japan,"NOTO TOWN, NUNOURA (12)",1
Japan,"NOTO TOWN, NUNOURA (14)",1
Japan,"NOTO TOWN, NUNOURA (15)",1
Japan,"NOTO TOWN, NUNOURA (16)",1
Japan,"NOTO TOWN, NUNOURA (17)",1
Japan,"NOTO TOWN, NUNOURA (18)",1
Japan,"NOTO TOWN, NUNOURA (19)",1
Japan,"NOTO TOWN, NUNOURA (20)",1
Japan,"NOTO TOWN, OGI (01)",1
Japan,"NOTO TOWN, OGI (02)",1
Japan,"NOTO TOWN, OSSAKA (01)",1
Japan,"NOTO TOWN, OURA (01)",1
Japan,"NOTO TOWN, SHICHIMI (01)",1
Japan,"NOTO TOWN, SHINBO (01)",1
Japan,"NOTO TOWN, SHIROMARU (01)",1
Japan,"NOTO TOWN, SHIROMARU (02)",1
Japan,"NOTO TOWN, SHIROMARU (03)",1
Japan,"NOTO TOWN, SHIROMARU (04)",1
Japan,"NOTO TOWN, SHIROMARU (05)",1
Japan,"NOTO TOWN, SHIROMARU (06)",1
Japan,"NOTO TOWN, SHIROMARU (07)",1
Japan,"NOTO TOWN, SHIROMARU (08)",1
Japan,"NOTO TOWN, SHIROMARU (09)",1
Japan,"NOTO TOWN, SHIROMARU (10)",1
Japan,"NOTO TOWN, SHIROMARU (12)",1
Japan,"NOTO TOWN, SHIROMARU (13)",1
Japan,"NOTO TOWN, UKAWA (01)",1
Japan,"NOTO TOWN, UKAWA (02)",1
Japan,"NOTO TOWN, USHITSU (01)",1
Japan,"NOTO TOWN, USHITSU (02)",1
Japan,"NOTO TOWN, USHITSU (04)",1
Japan,"NOTO TOWN, USHITSU (05)",1
Japan,"NOTO TOWN, USHITSU (06)",1
Japan,"NOTO TOWN, USHITSU (07)",1
Japan,"NOTO TOWN, USHITSU (08)",1
Japan,"NOTO TOWN, USHITSU (09)",1
Japan,"NOTO TOWN, USHITSU (10)",1
Japan,"NOTO TOWN, USHITSU (11)",1
Japan,"NOTO TOWN, USHITSU (12)",1
Japan,NOURA AND MATSUNAMI,1
Japan,NOZUMI,1
Japan,"NYUZEN TOWN, ASHIZAKI (02)",1
Japan,"NYUZEN TOWN, ASHIZAKI (03)",1
Japan,OARAI TOWN,1
Japan,OARAIKO,4
Japan,OCHIISHI,1
Japan,ODAWARA,1
Japan,ODOMARI,5
Japan,OFUNATO,35
Japan,OGA,1
Japan,OGI,1
Japan,"OGI PORT, SADO CITY",1
Japan,OGIFUSHI,1
Japan,OIKAMANAI,1
Japan,OITA,1
Japan,OKADA,23
Japan,OKINAWA,2
Japan,OKIRAI,1
Japan,"OKUSHIRI, OKUSHIRI ISLAND",1
Japan,OKUSHIRIKO,1
Japan,OMAEZAKI,27
Japan,OMINATO,1
Japan,ONAGAWA,1
Japan,ONAHAMA,22
Japan,ONISHIKA,1
Japan,ONJYUKU,1
Japan,"ONOTSU, KIKAI ISLAND",1
Japan,OOSAKI,1
Japan,OOTSU-GYOKO,1
Japan,ORITO,1
Japan,OSAKA,2
Japan,OSHIDOMARIKO,1
Japan,OSHIMA ISLAND,1
Japan,OSHIMA MORI-KO,2
Japan,OSHIRABETSU,1
Japan,OSHORO,3
Japan,OTA BAY,1
Japan,OTARU,3
Japan,OTARUKO,1
Japan,OTOBE,1
Japan,OTOBEGYOKO,1
Japan,OTOBETSUHIGASHI,1
Japan,OTSU FISHING PORT,1
Japan,OTSUCHI,1
Japan,OURA,1
Japan,OWASE,23
Japan,PASYUKURUNUMA,1
Japan,PONDOMARI,1
Japan,REIHOKU,1
Japan,RIKUZEN,1
Japan,ROKKASHO,1
Japan,RUMOI,3
Japan,RUMOIKO,1
Japan,RYOTSUKO,1
Japan,RYOURI,1
Japan,RYUKYU ISLAND,1
Japan,"SADO CITY, HAMO (01)",1
Japan,"SADO CITY, HAMO (02)",1
Japan,"SADO CITY, HAMO (04)",1
Japan,"SADO CITY, HAMO (05)",1
Japan,"SADO CITY, OGI (02)",1
Japan,SADO-SHI WASHIZAKI,2
Japan,SAIGO,3
Japan,SAIKIKO,2
Japan,SAKAE,1
Japan,SAKAEHAMAGYOKO,1
Japan,SAKAI,3
Japan,SAKAKI-CYOU,1
Japan,"SAKAMINE, KIKAI ISLAND",1
Japan,SAKATA,4
Japan,SAMANI,2
Japan,SAROGAWA,1
Japan,SASEBO,1
Japan,"SEKI AND HOKURA RIVERS, JOETSU",1
Japan,"SEKKO, AMAMI ISLAND",1
Japan,SENDAI,1
Japan,SENDAI AIRPORT,1
Japan,SENDAISHINKO,5
Japan,SENPOSHI,1
Japan,SETANA,3
Japan,SHIBUSHI-KO,3
Japan,SHICHIGAHAMA TOWN,1
Japan,SHICHIKARI-GYOKO,1
Japan,SHIKA NUCLEAR POWER STATION,1
Japan,"SHIKA TOWN, AKASAKI (01)",1
Japan,"SHIKA TOWN, AKASAKI (02)",1
Japan,"SHIKA TOWN, AKASAKI (04)",1
Japan,"SHIKA TOWN, AKASAKI (05)",1
Japan,"SHIKA TOWN, AKASAKI (06)",1
Japan,"SHIKA TOWN, AKASAKI (07)",1
Japan,"SHIKA TOWN, AKASAKI (08)",1
Japan,"SHIKA TOWN, AKASUMI (01)",1
Japan,"SHIKA TOWN, FUKUURA (01)",1
Japan,"SHIKA TOWN, FUKUURA (02)",1
Japan,"SHIKA TOWN, FUKUURA (03)",1
Japan,"SHIKA TOWN, MAEHAMA (02)",1
Japan,"SHIKA TOWN, SAIKAIFUTO (02)",1
Japan,"SHIKA TOWN, SAIKAIKAZANASI (1)",1
Japan,"SHIKA TOWN, SAIKAIKAZANASI (2)",1
Japan,"SHIKA TOWN, SAIKAIKAZANASI (3)",1
Japan,"SHIKA TOWN, SAIKAIKAZANASI (4)",1
Japan,"SHIKA TOWN, SHISIZU (01)",1
Japan,"SHIKA TOWN, TOGI (01)",1
Japan,"SHIKA TOWN, TOGI (02)",1
Japan,SHIMANOKOSHI,1
Japan,SHIMIZU,7
Japan,SHIMIZUMINATO,1
Japan,SHIMODA,1
Japan,SHIMOKITA,1
Japan,SHIMONOSEKI,2
Japan,"SHIMOSASANAMI PORT, NANAO",1
Japan,SHINKAWA,1
Japan,SHINMINATO,1
Japan,SHINSEIKAIGAN,1
Japan,SHIOFUKI,1
Japan,SHIOGAMA,1
Japan,SHIONOMISAKI,1
Japan,SHIRAGAMI,1
Japan,SHIRAHAMA,11
Japan,SHIRANUKA-GYOKO,1
Japan,SHIRAOI,5
Japan,"SHIRO, AMAMI ISLAND",1
Japan,"SHIROMARU, NOTO",1
Japan,"SHISHIOKE, KIKAI ISLAND",1
Japan,SHIZUNAI,2
Japan,SHIZUNAIGAWA,1
Japan,"SHIZUOKA PREFECTURE, TOKAI REGION",1
Japan,SHIZUURA,1
Japan,SHOYA,1
Japan,SHOYA-GYOKO,1
Japan,SHOYAGYOKO,1
Japan,SOMA,9
Japan,"SOUMACHI, KIKAI ISLAND",1
Japan,"SOUTH OF INAHO, OKUSHIRI ISLAND",1
Japan,"SOUTH OF MONAI, OKUSHIRI ISLAND",1
Japan,"SOUTH OF OKUSHIRI, OKUSHIRI ISLAND",1
Japan,SUMIYOSHI,1
Japan,SUMOTO,1
Japan,SUSAKI,3
Japan,SUTTSUKO,1
Japan,SUZU CITY (1A),1
Japan,SUZU CITY (1B),1
Japan,SUZU CITY (1C-1),1
Japan,SUZU CITY (1C-2),1
Japan,SUZU CITY (1C-3),1
Japan,SUZU CITY (1C-4),1
Japan,"SUZU CITY, IIDA (01)",1
Japan,"SUZU CITY, IIDA (02)",1
Japan,"SUZU CITY, IIDA (03)",1
Japan,"SUZU CITY, IIDA (04)",1
Japan,"SUZU CITY, IIDA (06)",1
Japan,"SUZU CITY, IIDA (08)",1
Japan,"SUZU CITY, IIDA (10)",1
Japan,"SUZU CITY, IIDA (11)",1
Japan,"SUZU CITY, IIDA (12)",1
Japan,"SUZU CITY, IIDA (13)",1
Japan,"SUZU CITY, IIDA (15)",1
Japan,"SUZU CITY, IIDA (17)",1
Japan,"SUZU CITY, IIDA (18)",1
Japan,"SUZU CITY, IIDA (19)",1
Japan,"SUZU CITY, JIKE (02)",1
Japan,"SUZU CITY, JIKE (03)",1
Japan,"SUZU CITY, JIKE (05)",1
Japan,"SUZU CITY, JIKE (06)",1
Japan,"SUZU CITY, JIKE (07)",1
Japan,"SUZU CITY, JIKE (08)",1
Japan,"SUZU CITY, JIKE (09)",1
Japan,"SUZU CITY, JIKE (10)",1
Japan,"SUZU CITY, JIKE (11)",1
Japan,"SUZU CITY, JIKE (12)",1
Japan,"SUZU CITY, JIKE (13)",1
Japan,"SUZU CITY, JIKE (14)",1
Japan,"SUZU CITY, JIKE (15)",1
Japan,"SUZU CITY, JIKE (16)",1
Japan,"SUZU CITY, JIKE (17)",1
Japan,"SUZU CITY, JIKE (18)",1
Japan,"SUZU CITY, JIKE (20)",1
Japan,"SUZU CITY, KASUGANO (01)",1
Japan,"SUZU CITY, KASUGANO (02)",1
Japan,"SUZU CITY, KASUGANO (03)",1
Japan,"SUZU CITY, KASUGANO (04)",1
Japan,"SUZU CITY, KASUGANO (05)",1
Japan,"SUZU CITY, KASUGANO (08)",1
Japan,"SUZU CITY, KASUGANO (09)",1
Japan,"SUZU CITY, KASUGANO (10)",1
Japan,"SUZU CITY, KASUGANO (11)",1
Japan,"SUZU CITY, KAWASHIRI (01)",1
Japan,"SUZU CITY, KAWASHIRI (02)",1
Japan,"SUZU CITY, KODOMARI (01)",1
Japan,"SUZU CITY, KODOMARI (02)",1
Japan,"SUZU CITY, KODOMARI (03)",1
Japan,"SUZU CITY, KOUNAMI (01)",1
Japan,"SUZU CITY, MINAMIKUROMARU (1)",1
Japan,"SUZU CITY, MOZU (01)",1
Japan,"SUZU CITY, NONOE (01)",1
Japan,"SUZU CITY, NOROSHI (01)",1
Japan,"SUZU CITY, NOROSHI (02)",1
Japan,"SUZU CITY, SYOUIN (01)",1
Japan,"SUZU CITY, TAKOJIMA (02)",1
Japan,"SUZU CITY, TAKOJIMA (03)",1
Japan,"SUZU CITY, TAKOJIMA (04)",1
Japan,"SUZU CITY, UEDO (01)",1
Japan,"SUZU CITY, UEDO (02)",1
Japan,"SUZU CITY, UEDO (03)",1
Japan,"SUZU CITY, UEDO (04)",1
Japan,"SUZU CITY, UEDO (05)",1
Japan,"SUZU CITY, UEDO (06)",1
Japan,"SUZU CITY, UEDO (07)",1
Japan,"SUZU CITY, UEDO (08)",1
Japan,"SUZU CITY, UJI (01)",1
Japan,"SUZU CITY, UJI (02)",1
Japan,"SUZU CITY, UKAI (01)",1
Japan,"SUZU CITY, UKAI (02)",1
Japan,"SUZU CITY, UKAI (03)",1
Japan,"SUZU CITY, UKAI (04)",1
Japan,"SUZU CITY, UKAI (07)",1
Japan,"SUZU CITY, UKAI (08)",1
Japan,"SUZU CITY, UKAI (10)",1
Japan,"SUZU CITY, UKAI (11)",1
Japan,"SUZU CITY, UKAI (12)",1
Japan,"SUZU CITY, UKAI (13)",1
Japan,"SUZU CITY, UKAI (16)",1
Japan,"SUZU CITY, UKAI (18)",1
Japan,"SUZU CITY, UKAI (20)",1
Japan,"SUZU CITY, UKAI (21)",1
Japan,"SUZU CITY, UKAI (23)",1
Japan,"SUZU CITY, UKAI (24)",1
Japan,"SUZU CITY, USHIMA (01)",1
Japan,SUZUSHI NAGAHASHI,2
Japan,TADOTSU,1
Japan,TAGO,3
Japan,TAHARA,3
Japan,TAISEIKO,1
Japan,TAJIRI,3
Japan,TAKAMATSU,1
Japan,"TAKAOKA CITY, AMAHARASHI (01)",1
Japan,"TAKAOKA CITY, MATSUDAE (01)",1
Japan,"TAKAOKA CITY, MATSUDAE (02)",1
Japan,TAKETOYO,1
Japan,TAKEYAMA,1
Japan,TAKOJIMA AND HACHIGASAKI,1
Japan,"TAKOYA RESTAURANT, HIMI",1
Japan,TANEGASHIMA,6
Japan,TANEGASHIMA (KUMANO),3
Japan,TANEGASHIMA (NISHINOOMOTE),3
Japan,TANEICHI-KAIHIN PARK,1
Japan,TANNOWA,3
Japan,TAPPI,3
Japan,TAROO-GYOKO,1
Japan,TATEYAMA,6
Japan,TERADOMARIKO,1
Japan,TOBA,16
Japan,TOBISHIMA,1
Japan,TOFUTSU,1
Japan,TOKACHI,1
Japan,TOKACHI-GAWA,1
Japan,TOKACHIBUTO,1
Japan,TOKACHIKO,8
Japan,TOKAI,1
Japan,TOKAWA,1
Japan,TOKOTAN,1
Japan,"TOKUSHIMA PREF., SHIKOKU REGION",1
Japan,TOKUYAMA,1
Japan,TOKYO,3
Japan,TOKYO HARUMI,2
Japan,"TOKYO PREFECTURE, KANTO REGION",1
Japan,TOMAKOMAIHIGASHIKO,5
Japan,TOMAKOMAINISHIKO,6
Japan,TOMARIMINANI,1
Japan,TOMIOKA TOWN,1
Japan,TOSA-SHIMIZU,31
Japan,TOYAMA,3
Japan,"TOYAMA CITY, KUSASHIMA (01)",1
Japan,"TOYAMA CITY, KUSASHIMA (02)",1
Japan,TOYAMASHINKO,1
Japan,TOYOHAMA,1
Japan,TOYOHAMA-KARUUSUKO,1
Japan,TOYOHASHI,1
